477,Seitokai Yakuindomo Movie 2,WINTER,FINISHED,60
478,Idoly Pride,WINTER,FINISHED,246
479,Dr. STONE: STONE WARS,WINTER,FINISHED,5048
480,Kemono Jihen,WINTER,FINISHED,1402
481,World Trigger 2nd Season,WINTER,FINISHED,448
482,Gintama: THE VERY FINAL,WINTER,FINISHED,1370
483,BEASTARS Season 2,WINTER,FINISHED,1632
484,Hortensia SAGA,WINTER,FINISHED,105
485,True Cooking Master Boy Season 2,WINTER,FINISHED,6
486,BACK ARROW,WINTER,FINISHED,89
487,AzurLane: Slow Ahead!,WINTER,FINISHED,156
488,Log Horizon: Destruction of the Round Table,WINTER,FINISHED,489
489,囀る鳥は羽ばたかない Don't stay gold ,WINTER,FINISHED,37
490,Tokyo 7th シスターズ -僕らは青空になる-,WINTER,FINISHED,11
491,Otherside Picnic,WINTER,FINISHED,300
492,The Seven Deadly Sins: Dragon's Judgement,WINTER,FINISHED,1441
493,WIXOSS DIVA(A)LIVE,WINTER,FINISHED,32
494,Kiyo in Kyoto: From the Maiko House,WINTER,RELEASING,36
495,Sorcerous Stabber Orphen: Battle of Kimluck,WINTER,FINISHED,42
496,Cells at Work! CODE BLACK,WINTER,FINISHED,422
497,ARIA The CREPUSCOLO,WINTER,FINISHED,41
498,Heaven’s Design Team,WINTER,FINISHED,210
499,The Hidden Dungeon Only I Can Enter,WINTER,FINISHED,1036
500,LBX Girls,WINTER,FINISHED,27
501,Re:ZERO -Starting Life in Another World- Season 2 Part 2,WINTER,FINISHED,5883
502,Bungo Stray Dogs WAN!,WINTER,FINISHED,686
503,World Witches Take Off!,WINTER,FINISHED,22
505,Oh, Suddenly Egyptian God,WINTER,FINISHED,21
506,Dr. Ramune -Mysterious Disease Specialist-,WINTER,FINISHED,225
507,Scar on the Praeter,WINTER,FINISHED,81
508,Horimiya,WINTER,FINISHED,14283
509,Gekidol,WINTER,FINISHED,42
510,夏目友人帳 石起こしと怪しき来訪者,WINTER,FINISHED,59
511,Armor Shop for Ladies & Gentlemen II,WINTER,FINISHED,38
512,SK8 the Infinity,null,null,null
513,Umamusume: Pretty Derby Season 2,WINTER,FINISHED,440
514,Yatogame-chan Kansatsu Nikki 3,WINTER,FINISHED,30
515,ひもてはうす 大パニック！みんなでゴキブリ退治,WINTER,FINISHED,2
516,Idolls!,WINTER,FINISHED,11
517,土下座で頼んでみた 異世界編,WINTER,FINISHED,71
518,WONDER EGG PRIORITY,WINTER,FINISHED,5846
521,High-Rise Invasion,WINTER,FINISHED,1238
527,Theatre of Darkness: Yamishibai 8,WINTER,FINISHED,11
528,銀魂 THE SEMI-FINAL,WINTER,FINISHED,192
530,Tropical-Rouge! Pretty Cure,WINTER,RELEASING,65
531,Cute Executive Officer,WINTER,FINISHED,11
532,キンタマーニドッグ ,WINTER,RELEASING,0
533,PUI PUI MOLCAR,WINTER,FINISHED,187
534,おかしなさばくのスナとマヌ,WINTER,RELEASING,2
535,ABCiee Working Diary,WINTER,FINISHED,2
536,べあべあべあくまー! クマダム編,WINTER,FINISHED,18
537,I’m home, Chibigodzilla Season 2,WINTER,FINISHED,0
538,Re:ゼロから始める休憩時間(ブレイクタイム) 2nd Season Part 2,WINTER,FINISHED,35
539,ドキドキ！ミニミニ！隠しダンジョン劇場,WINTER,FINISHED,5
540,炎炎ノ消防隊ミニアニメ,WINTER,FINISHED,29
542,2.43ミニアニメ inside story,WINTER,FINISHED,2
543,2.43ミニアニメ 福井弁講座,WINTER,FINISHED,3
544,劇団七つの大罪,WINTER,FINISHED,12
545,D4DJ Petit Mix,WINTER,FINISHED,26
546,アイカツプラネット！,WINTER,FINISHED,19
547,サンタ・カンパニー ～真夏のメリークリスマス～,WINTER,FINISHED,0
548,キメツ学園 バレンタイン編,WINTER,FINISHED,125
549,一日にして成らず,WINTER,FINISHED,0
550,ウルヴァン,WINTER,FINISHED,4
551,異能のアイシス ESP & HIGH SCHOOL DETECTIVE,WINTER,FINISHED,8
552,WAVE!! -Let's go surfing!!- (TV),WINTER,FINISHED,53
553,ざんねんないきもの事典 (2021),WINTER,FINISHED,0
554,Cosmo Samurai,WINTER,FINISHED,2
556,おしえて北斎！-THE ANIMATION-,WINTER,FINISHED,0
557,Home!,WINTER,FINISHED,7
558,遊星高校 天文部,WINTER,FINISHED,0
560,パワフルプロ野球 パワフル高校編,WINTER,FINISHED,0
561,名探偵コナン 緋色の不在証明,WINTER,FINISHED,11
562,Gudetama Freestyle,WINTER,RELEASING,1
